고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,지번,표준지일련번호,기준연도,사업지구면적,지목코드,지목,실제지목코드,실제지목,토지면적,용도지역코드1,용도지역명1,용도지역코드2,용도지역명2,용도지구코드1,용도지구명1,용도지구코드2,용도지구명2,저촉율,토지이용상황코드,토지이용상황,지형높이코드,지형높이,지형형상코드,지형형상,도로측면코드,도로측면,도로거리코드,도로거리,공시지가,표준지소유구분코드,표준지소유구분명,소유형태코드,소유형태명,데이터기준일자,원천시도시군구코드
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,01월 02일,1,2024,0,8,,0,지정되지않음,277,22,,0,,0,,0,,16,320,,2,,4,,10,,0,,972100,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,1-39,2,2024,0,8,,0,지정되지않음,53,22,,0,,0,,0,,100,240,,2,,2,,6,,0,,1154000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,06월 08일,3,2024,0,8,,0,지정되지않음,122,22,,0,,0,,0,,58,210,,2,,4,,5,,0,,3186000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,14,4,2024,0,8,,0,지정되지않음,116.4,22,,0,,0,,0,,0,210,,2,,4,,7,,0,,1521000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,06월 17일,5,2024,0,8,,0,지정되지않음,282.6,22,,0,,0,,0,,0,210,,2,,2,,5,,0,,2303000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,09월 20일,6,2024,0,8,,0,지정되지않음,474.7,22,,0,,0,,0,,0,210,,2,,1,,4,,0,,2659000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,08월 30일,7,2024,0,8,,0,지정되지않음,68.1,22,,0,,0,,0,,100,210,,2,,3,,4,,0,,3017000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,31,8,2024,0,8,,0,지정되지않음,115.4,22,,0,,0,,0,,0,210,,2,,4,,2,,0,,4017000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,Jan-39,9,2024,0,8,,0,지정되지않음,123,22,,0,,0,,0,,0,210,,2,,3,,6,,0,,1751000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,Feb-41,10,2024,0,8,,0,지정되지않음,109,22,,0,,0,,0,,0,310,,2,,3,,8,,0,,980500,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,Mar-42,11,2024,0,8,,0,지정되지않음,66,22,,0,,0,,0,,0,110,,2,,5,,10,,0,,656700,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,Aug-43,12,2024,0,8,,0,지정되지않음,380,22,,0,,0,,0,,0,210,,2,,3,,4,,0,,2306000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,Jan-47,13,2024,0,8,,0,지정되지않음,261,22,,0,,0,,0,,0,210,,2,,4,,5,,0,,2108000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,62-20,14,2024,0,8,,0,지정되지않음,37,22,,0,,0,,0,,0,330,,2,,4,,10,,0,,733200,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,62-25,15,2024,0,8,,0,지정되지않음,87.6,22,,0,,0,,0,,0,210,,2,,5,,6,,0,,1398000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,63-24,16,2024,0,8,,0,지정되지않음,29.1,22,,0,,0,,0,,0,110,,2,,4,,10,,0,,663500,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,Aug-70,17,2024,0,8,,0,지정되지않음,90.6,22,,0,,0,,0,,0,210,,2,,5,,7,,0,,1363000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,71,18,2024,0,8,,0,지정되지않음,347,22,,0,,0,,0,,0,210,,2,,4,,3,,0,,3514000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,Feb-79,19,2024,0,8,,0,지정되지않음,101.2,22,,0,,0,,0,,0,210,,2,,2,,7,,0,,2077000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,Sep-91,20,2024,0,8,,0,지정되지않음,193,22,,0,,0,,0,,0,210,,2,,4,,8,,0,,1170000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,Jan-96,21,2024,0,8,,0,지정되지않음,64.5,22,,0,,0,,0,,0,210,,2,,4,,2,,0,,4017000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,Oct-99,22,2024,0,8,,0,지정되지않음,248.3,22,,0,,0,,0,,0,210,,2,,4,,4,,0,,2896000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,101-1,23,2024,0,8,,0,지정되지않음,109,22,,0,,0,,0,,10,210,,2,,4,,7,,0,,2361000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,105-24,24,2024,0,8,,0,지정되지않음,83,22,,0,,0,,0,,0,110,,2,,1,,10,,0,,752500,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,118-2,25,2024,0,8,,0,지정되지않음,212,22,,0,,0,,0,,0,210,,2,,5,,4,,0,,2399000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,119-5,26,2024,0,8,,0,지정되지않음,406,22,,0,,0,,0,,0,210,,2,,3,,6,,0,,2245000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,134,27,2024,0,8,,0,지정되지않음,582,22,,0,,0,,0,,0,210,,2,,4,,4,,0,,2345000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,155-6,28,2024,0,8,,0,지정되지않음,171,22,,0,,0,,0,,0,210,,2,,4,,4,,0,,1423000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,160-3,29,2024,0,8,,0,지정되지않음,112,22,,0,,0,,0,,0,210,,2,,3,,4,,0,,1705000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,163-1,30,2024,0,8,,0,지정되지않음,26,22,,0,,0,,0,,0,210,,2,,4,,5,,0,,2269000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,165-2,31,2024,0,8,,0,지정되지않음,397,22,,0,,0,,0,,97,210,,2,,2,,7,,0,,2615000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,171-4,32,2024,0,8,,0,지정되지않음,130,22,,0,,0,,0,,0,210,,2,,4,,9,,0,,1386000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,173-2,33,2024,0,8,,0,지정되지않음,165,22,,0,,0,,0,,0,210,,2,,3,,8,,0,,872300,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,192-2,34,2024,0,8,,0,지정되지않음,165,22,,0,,0,,0,,0,210,,2,,4,,4,,0,,1095000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,204-2,35,2024,0,8,,0,지정되지않음,129,22,,0,,0,,0,,40,210,,2,,4,,4,,0,,1226000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,206-5,36,2024,0,8,,0,지정되지않음,139,22,,0,,0,,0,,10,210,,2,,4,,5,,0,,1519000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,227-2,37,2024,0,8,,0,지정되지않음,317,22,,0,,0,,0,,0,210,,2,,4,,9,,0,,1368000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,228-5,38,2024,0,8,,0,지정되지않음,80,22,,0,,0,,0,,0,310,,2,,4,,8,,0,,798500,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,235-2,39,2024,0,8,,0,지정되지않음,126,22,,0,,0,,0,,90,210,,2,,4,,7,,0,,966500,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,238-1,40,2024,0,8,,0,지정되지않음,248,22,,0,,0,,0,,0,110,,2,,3,,10,,0,,546500,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,240-2,41,2024,0,8,,0,지정되지않음,106,22,,0,,0,,0,,0,210,,2,,4,,8,,0,,883700,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,245-3,42,2024,0,8,,0,지정되지않음,192,22,,0,,0,,0,,0,110,,2,,1,,8,,0,,634800,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,270-5,43,2024,0,8,,0,지정되지않음,271,22,,0,,0,,0,,0,210,,2,,4,,4,,0,,962300,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,294-5,44,2024,0,8,,0,지정되지않음,53,22,,14,,0,,0,,0,210,,2,,4,,4,,0,,764000,,,0,,2024-07-26,44130
4.41311E+18,4413110100,충청남도 천안시 동남구 대흥동,1,일반,299-10,45,2024,0,8,,0,지정되지않음,147.1,22,,0,,0,,0,,0,210,,2,,3,,4,,0,,2739000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,2-112,46,2024,0,8,,0,지정되지않음,268,14,,0,,0,,0,,100,150,,3,,2,,10,,0,,496700,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,5-36,47,2024,0,8,,0,지정되지않음,263,14,,0,,0,,0,,1,210,,2,,4,,5,,0,,1259000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,08월 08일,48,2024,0,8,,0,지정되지않음,218,14,,0,,0,,0,,0,110,,3,,4,,11,,0,,526700,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,08월 20일,49,2024,0,8,,0,지정되지않음,161,14,,0,,0,,0,,0,150,,3,,4,,8,,0,,552500,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,08월 26일,50,2024,0,8,,0,지정되지않음,242,14,,0,,0,,0,,0,110,,3,,4,,8,,0,,574500,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,10-74,51,2024,0,8,,0,지정되지않음,104,14,,0,,0,,0,,0,110,,3,,4,,8,,0,,609700,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,11월 11일,52,2024,0,8,,0,지정되지않음,337,14,,0,,0,,0,,0,210,,2,,3,,4,,0,,1359000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,12월 14일,53,2024,0,8,,0,지정되지않음,132,14,,0,,0,,0,,0,110,,2,,3,,6,,0,,667500,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,12-56,54,2024,0,8,,0,지정되지않음,205,14,,0,,0,,0,,0,110,,2,,4,,6,,0,,672800,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,12-62,55,2024,0,8,,0,지정되지않음,210,14,,0,,0,,0,,0,110,,2,,5,,6,,0,,636400,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,08월 17일,56,2024,0,8,,0,지정되지않음,591,14,,0,,0,,0,,0,310,,2,,5,,6,,0,,687300,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,08월 20일,57,2024,0,8,,0,지정되지않음,143,14,,0,,0,,0,,0,110,,2,,4,,10,,0,,557100,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,20-19,58,2024,0,8,,0,지정되지않음,225,14,,0,,0,,0,,0,310,,2,,2,,8,,0,,628200,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Dec-34,59,2024,0,8,,0,지정되지않음,115,14,,0,,0,,0,,0,150,,2,,4,,8,,0,,577300,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,34-16,60,2024,0,8,,0,지정되지않음,112,14,,0,,0,,0,,0,310,,2,,4,,6,,0,,920000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Nov-35,61,2024,0,8,,0,지정되지않음,222,14,,0,,0,,0,,0,210,,2,,5,,4,,0,,1075000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Aug-39,62,2024,0,8,,0,지정되지않음,217,14,,0,,0,,0,,0,110,,2,,4,,7,,0,,623200,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Sep-40,63,2024,0,8,,0,지정되지않음,284,14,,0,,0,,0,,0,110,,2,,4,,8,,0,,570800,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Mar-47,64,2024,0,8,,0,지정되지않음,264,14,,0,,0,,0,,0,210,,2,,5,,4,,0,,1306000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Jun-50,65,2024,0,8,,0,지정되지않음,208,14,,0,,0,,0,,8,210,,2,,4,,5,,0,,1391000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Jan-58,66,2024,0,8,,0,지정되지않음,96,22,,0,,0,,0,,0,210,,2,,4,,6,,0,,958600,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Apr-59,67,2024,0,8,,0,지정되지않음,192,22,,0,,0,,0,,0,210,,2,,4,,8,,0,,971000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Feb-76,68,2024,0,8,,0,지정되지않음,416,22,,0,,0,,0,,59,210,,2,,4,,5,,0,,1950000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Oct-77,69,2024,0,8,,0,지정되지않음,231,22,,0,,0,,0,,1,110,,2,,3,,10,,0,,680500,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Feb-84,70,2024,0,8,,0,지정되지않음,165,22,,0,,0,,0,,0,110,,2,,4,,10,,0,,547100,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,86-20,71,2024,0,8,,0,지정되지않음,175,22,,0,,0,,0,,0,110,,2,,4,,8,,0,,615800,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,86-22,72,2024,0,8,,0,지정되지않음,92,22,,0,,0,,0,,0,310,,2,,3,,4,,0,,925800,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,Apr-92,73,2024,0,8,,0,지정되지않음,224,22,,0,,0,,0,,92,210,,2,,4,,5,,0,,1382000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,100-13,74,2024,0,8,,0,지정되지않음,116,15,,0,,0,,0,,32,150,,2,,2,,4,,0,,1062000,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,102-15,75,2024,0,8,,0,지정되지않음,245,15,,0,,0,,0,,52,150,,3,,4,,8,,0,,732800,,,0,,2024-07-26,44130
4.41311E+18,4413110200,충청남도 천안시 동남구 성황동,1,일반,111-13,76,2024,0,8,,0,지정되지않음,119,14,,0,,0,,0,,0,110,,2,,4,,8,,0,,595000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,2-72,77,2024,0,8,,0,지정되지않음,175,22,,0,,0,,0,,25,320,,2,,4,,4,,0,,1258000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,03월 10일,78,2024,0,8,,0,지정되지않음,116,14,,0,,0,,0,,0,110,,2,,3,,8,,0,,702400,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,01월 18일,79,2024,0,8,,0,지정되지않음,188,14,,0,,0,,0,,0,310,,2,,1,,4,,0,,1060000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,06월 18일,80,2024,0,8,,0,지정되지않음,737,14,,0,,0,,0,,1,220,,2,,4,,4,,0,,1189000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,03월 24일,81,2024,0,8,,0,지정되지않음,192,22,,0,,0,,0,,0,130,,2,,5,,6,,0,,839200,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,10월 24일,82,2024,0,8,,0,지정되지않음,311,22,,0,,0,,0,,0,210,,2,,4,,5,,0,,1301000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,04월 25일,83,2024,0,8,,0,지정되지않음,96,22,,0,,0,,0,,0,110,,2,,4,,7,,0,,922400,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,03월 28일,84,2024,0,8,,0,지정되지않음,195,22,,0,,0,,0,,0,310,,2,,6,,10,,0,,666400,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,30-17,85,2024,0,8,,0,지정되지않음,99,22,,0,,0,,0,,0,310,,2,,4,,4,,0,,1278000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,36-36,86,2024,0,8,,0,지정되지않음,172,22,,0,,0,,0,,0,320,,3,,4,,10,,0,,559100,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,Mar-44,87,2024,0,8,,0,지정되지않음,288,22,,0,,0,,0,,0,210,,2,,4,,6,,0,,1118000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,Feb-45,88,2024,0,8,,0,지정되지않음,344,22,,0,,0,,0,,0,210,,2,,4,,6,,0,,1072000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,Jan-52,89,2024,0,8,,0,지정되지않음,671.5,22,,0,,0,,0,,0,210,,2,,5,,5,,0,,1485000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,Feb-73,90,2024,0,8,,0,지정되지않음,154,22,,0,,0,,0,,0,150,,2,,4,,6,,0,,753800,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,87-30,91,2024,0,8,,0,지정되지않음,90,22,,0,,0,,0,,0,110,,3,,4,,10,,0,,591200,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,91-20,92,2024,0,8,,0,지정되지않음,139,22,,0,,0,,0,,1,110,,2,,4,,8,,0,,798900,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,92-13,93,2024,0,8,,0,지정되지않음,215,22,,0,,0,,0,,0,110,,2,,4,,10,,0,,648700,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,92-23,94,2024,0,8,,0,지정되지않음,145,14,,0,,0,,0,,0,110,,3,,3,,10,,0,,577800,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,Apr-94,95,2024,0,8,,0,지정되지않음,248,22,,0,,0,,0,,0,310,,2,,5,,6,,0,,995400,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,Jul-96,96,2024,0,8,,0,지정되지않음,208,22,,0,,0,,0,,0,210,,2,,5,,4,,0,,1365000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,103-7,97,2024,0,8,,0,지정되지않음,367,22,,0,,0,,0,,7,210,,2,,5,,3,,0,,1624000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,136-6,98,2024,0,8,,0,지정되지않음,99,22,,0,,0,,0,,0,210,,2,,4,,1,,0,,2686000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,146-2,99,2024,0,8,,0,지정되지않음,141.6,22,,0,,0,,0,,0,210,,2,,4,,8,,0,,1347000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,150-3,100,2024,0,8,,0,지정되지않음,221,22,,0,,0,,0,,0,210,,2,,4,,8,,0,,2249000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,156-1,101,2024,0,8,,0,지정되지않음,246,22,,0,,0,,0,,0,210,,2,,4,,6,,0,,1261000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,156-2,102,2024,0,8,,0,지정되지않음,179,22,,0,,0,,0,,0,210,,3,,5,,10,,0,,1244000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,168-7,103,2024,0,8,,0,지정되지않음,201,22,,0,,0,,0,,0,210,,2,,4,,4,,0,,2216000,,,0,,2024-07-26,44130
4.41311E+18,4413110300,충청남도 천안시 동남구 문화동,1,일반,180,104,2024,0,8,,0,지정되지않음,62125,15,,0,,0,,0,,0,140,,2,,4,,5,,0,,1037000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,06월 03일,105,2024,0,8,,0,지정되지않음,426,22,,0,,0,,0,,0,210,,2,,4,,4,,0,,1735000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,12월 02일,106,2024,0,8,,0,지정되지않음,271,22,,0,,0,,0,,0,210,,2,,4,,6,,0,,985300,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,26,107,2024,0,8,,0,지정되지않음,387,22,,0,,0,,0,,0,210,,2,,4,,11,,0,,851600,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,50,108,2024,0,8,,0,지정되지않음,69,22,,0,,0,,0,,0,210,,2,,4,,4,,0,,1717000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,Feb-68,109,2024,0,8,,0,지정되지않음,141,22,,0,,0,,0,,95,210,,2,,4,,6,,0,,1022000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,72,110,2024,0,8,,0,지정되지않음,156,22,,0,,0,,0,,0,240,,2,,4,,5,,0,,1958000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,Feb-78,111,2024,0,8,,0,지정되지않음,109,22,,0,,0,,0,,0,110,,3,,4,,8,,0,,602200,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,Jan-84,112,2024,0,8,,0,지정되지않음,182,22,,0,,0,,0,,0,110,,3,,4,,8,,0,,556500,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,Apr-94,113,2024,0,8,,0,지정되지않음,428,22,,0,,0,,0,,0,240,,2,,5,,7,,0,,1097000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,May-96,114,2024,0,8,,0,지정되지않음,205,22,,0,,0,,0,,0,240,,2,,5,,8,,0,,840000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,109-1,115,2024,0,8,,0,지정되지않음,515,22,,0,,0,,0,,0,310,,3,,4,,8,,0,,634300,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,109-11,116,2024,0,8,,0,지정되지않음,83,22,,0,,0,,0,,0,110,,3,,4,,10,,0,,546200,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,117-6,117,2024,0,8,,0,지정되지않음,228,22,,0,,0,,0,,0,110,,3,,4,,10,,0,,480300,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,125-5,118,2024,0,8,,0,지정되지않음,136,22,,0,,0,,0,,70,110,,3,,4,,10,,0,,530200,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,126-4,119,2024,0,8,,0,지정되지않음,155,22,,0,,0,,0,,0,110,,3,,4,,10,,0,,524900,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,130-6,120,2024,0,8,,0,지정되지않음,145,22,,0,,0,,0,,0,110,,3,,4,,10,,0,,496700,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,167-1,121,2024,0,8,,0,지정되지않음,367,22,,0,,0,,0,,0,310,,2,,5,,10,,0,,651700,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,172-3,122,2024,0,8,,0,지정되지않음,158,22,,0,,0,,0,,0,210,,2,,4,,5,,0,,1853000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,175-2,123,2024,0,8,,0,지정되지않음,340,22,,0,,0,,0,,0,210,,2,,4,,4,,0,,1706000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,176-5,124,2024,0,8,,0,지정되지않음,241,22,,0,,0,,0,,0,210,,2,,4,,6,,0,,1115000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,176-11,125,2024,0,8,,0,지정되지않음,182,22,,0,,0,,0,,0,110,,2,,4,,10,,0,,590000,,,0,,2024-07-26,44130
4.41311E+18,4413110400,충청남도 천안시 동남구 사직동,1,일반,178-1,126,2024,0,8,,0,지정되지않음,190,22,,0,,0,,0,,0,240,,2,,4,,4,,0,,1520000,,,0,,2024-07-26,44130
